gender,category,ebayCategory,itemName
Girls,Bags & Accessories,Hats,Top Hat
Girls,Bags & Accessories,Scarves & Shawls,Stole Scarf
Girls,Bags & Accessories,Sunglasses & Eyewear,Butterfly Sunglasses
Girls,Bags & Accessories,Bags,Satchel Bag
Girls,Bags & Accessories,Purses & Wallets,Wallet
Girls,Bags & Accessories,Umbrellas,Golf Umbrella
Girls,Bags & Accessories,Hats,Boater Hat
Girls,Bags & Accessories,Bags,Briefcase Bag
Girls,Bags & Accessories,Hats,Newsboy Cap
Girls,Bags & Accessories,Sunglasses & Eyewear,Cat Eye Sunglasses
Girls,Bags & Accessories,Belts,Golf Belt
Girls,Bags & Accessories,Sunglasses & Eyewear,Square Glasses
Girls,Bags & Accessories,Scarves & Shawls,Shawl
Girls,Bags & Accessories,Bags,Shopper Bag
Girls,Bags & Accessories,Scarves & Shawls,Hijab Shawl
Girls,Bags & Accessories,Bags,Waist Bag
Girls,Bags & Accessories,Umbrellas,Mini Umbrella
Girls,Bags & Accessories,Hats,Cloche Hat
Girls,Bags & Accessories,Hats,Headband Hat
Girls,Bags & Accessories,Scarves & Shawls,Pashmina Shawl
Girls,Bags & Accessories,Sunglasses & Eyewear,Clubmaster Sunglasses
Girls,Bags & Accessories,Bags,Gym Bag
Girls,Bags & Accessories,Bags,Backpack
Girls,Bags & Accessories,Hats,Visor Cap
Girls,Bags & Accessories,Hats,Panama Hat
Girls,Bags & Accessories,Bags,Flap Bag
Girls,Bags & Accessories,Umbrellas,Umbrella
Girls,Bags & Accessories,Hats,Snapback Cap
Girls,Bags & Accessories,Sunglasses & Eyewear,Square Sunglasses
Girls,Bags & Accessories,Hats,Taqiyah Hat
Girls,Bags & Accessories,Hats,Bandana Hat
Girls,Bags & Accessories,Hats,Trucker Cap
Girls,Bags & Accessories,Sunglasses & Eyewear,Round Glasses
Girls,Bags & Accessories,Bags,Backpack
Girls,Bags & Accessories,Hats,Hat
Girls,Bags & Accessories,Scarves & Shawls,Snood Scarf
Girls,Bags & Accessories,Scarves & Shawls,Headscarf
Girls,Bags & Accessories,Sunglasses & Eyewear,Sunglasses
Girls,Bags & Accessories,Umbrellas,Walking Stick Umbrella
Girls,Bags & Accessories,Belts,Waist Belt
Girls,Bags & Accessories,Belts,Concho Belt
Girls,Bags & Accessories,Belts,Military Belt
Girls,Bags & Accessories,Bags,Frame Bag
Girls,Bags & Accessories,Gloves & Mittens,Gloves
Girls,Bags & Accessories,Umbrellas,Pagoda Umbrella
Girls,Bags & Accessories,Umbrellas,Folding Umbrella
Girls,Bags & Accessories,Belts,Western Belt
Girls,Shoes,Boots,Wedge Boots
Girls,Shoes,Boots,Combat Boots
Girls,Shoes,Boots,Biker Boots
Girls,Bags & Accessories,Sunglasses & Eyewear,Geometric Sunglasses
Girls,Bags & Accessories,Sunglasses & Eyewear,Sport Sunglasses
Girls,Shoes,Sandals & Beach Shoes,Sandals
Girls,Shoes,Boots,Oxford Boots
Girls,Shoes,Flats,Espadrille Shoes
Girls,Shoes,Heels,Mary Jane Hells
Girls,Shoes,Trainers,Trainers
Girls,Shoes,Boots,Shearling Style Boots
Girls,Shoes,Heels,Slingback Wedges
Girls,Shoes,Boots,Wellies Boots
Girls,Shoes,Heels,Wedges
Girls,Shoes,Heels,Mule Heels
Girls,Shoes,Boots,Brogue Boots
Girls,Shoes,Heels,Slingback Heels
Girls,Shoes,Boots,Chelsea Boots
Girls,Shoes,Flats,Mule Shoes
Girls,Shoes,Flats,Slip On Shoes
Girls,Shoes,Sandals & Beach Shoes,Flip Flop Sandals
Girls,Shoes,Flats,Moccasin Shoes
Girls,Shoes,Heels,Pump Heels
Girls,Shoes,Heels,Clog Heels
Girls,Shoes,Heels,Heels
Girls,Shoes,Heels,Platform Pump Heels
Girls,Shoes,Boots,Boots
Girls,Shoes,Boots,Cowboy Boots
Girls,Shoes,Trainers,High-Hop Trainers
Girls,Shoes,Sandals & Beach Shoes,Thong Sandals
Girls,Shoes,Heels,Stiletto Heels
Girls,Shoes,Heels,Strappy Heels
Girls,Shoes,Boots,Knee High Boots
Girls,Shoes,Boots,Desert Boots
Girls,Shoes,Sandals & Beach Shoes,Gladiator Sandals
Girls,Shoes,Heels,Dâ€™Orsay Heels
Girls,Clothing,Trousers,Chino Trousers
Girls,Shoes,Flats,Ballet Flat
Girls,Shoes,Sandals & Beach Shoes,Sliders Sandals
Girls,Shoes,Flats,Shoes
Girls,Shoes,Heels,T-Strap Heels
Girls,Clothing,Dresses,Tea Dress
Girls,Shoes,Boots,Snow Boots
Girls,Clothing,Waistcoats,Waistcoat
Girls,Clothing,Dresses,Strapless Dress
Girls,Clothing,Shirts & Blouses,Formal Shirt
Girls,Clothing,Jumpers & Cardigans,V-Neck Jumper Sweater
Girls,Clothing,Skirts,Gypsy Skirt
Girls,Clothing,"Coats, Jackets & Snowsuits",Princess Coat
Girls,Clothing,Activewear Skirts & Skorts,Tennis Skirt
Girls,Clothing,Dresses,A-Line Dress
Girls,Clothing,Jumpers & Cardigans,Shawl Neck Jumper Sweater
Girls,Clothing,"Coats, Jackets & Snowsuits",Windbreaker Jacket
Girls,Clothing,Jumpers & Cardigans,Vest Tank Top
Girls,Clothing,"Coats, Jackets & Snowsuits",Military Jacket
Girls,Clothing,"Coats, Jackets & Snowsuits",Chesterfield Coat
Girls,Clothing,Jumpers & Cardigans,Fleece Jumper
Girls,Clothing,"Coats, Jackets & Snowsuits",Padded Jacket
Girls,Clothing,Dresses,Princess Dress
Girls,Clothing,Shorts,Hot Pants
Girls,Clothing,Jeans,Bootcut Jeans
Girls,Clothing,"T-Shirts, Tops & Shirts",Off Shoulder Top
Girls,Clothing,Activewear Trousers,Waterproof Trousers
Girls,Clothing,Skirts,Denim Skirt
Girls,Clothing,Jumpers & Cardigans,Zip Neck Jumper Sweater
Girls,Clothing,"T-Shirts, Tops & Shirts",Denim Shirt
Girls,Clothing,Shorts,Cargo Shorts
Girls,Clothing,Activewear Trousers,Ski Trousers
Girls,Clothing,"T-Shirts, Tops & Shirts",Halter Top
Girls,Clothing,Activewear Trousers,Trousers
Girls,Clothing,Activewear Shorts,Sport Shorts
Girls,Clothing,"Coats, Jackets & Snowsuits",Reversible Gilet
Girls,Clothing,Suits & Tailoring,2 Piece Skirt Set
Girls,Clothing,Jeans,High Waist Jeans
Girls,Clothing,"T-Shirts, Tops & Shirts",Top 3/4 Sleeve
Girls,Clothing,"Coats, Jackets & Snowsuits",Rain Jacket
Girls,Clothing,"Coats, Jackets & Snowsuits",Fleece Jacket
Girls,Clothing,Dresses,Asymmetrical Dress
Girls,Clothing,Dresses,Jumper Dress
Girls,Clothing,Shirts & Blouses,Ruffle Front Shirt
Girls,Clothing,Jeans,Wide Leg Jeans
Girls,Clothing,"Coats, Jackets & Snowsuits",Anorak Jacket
Girls,Clothing,Jumpers & Cardigans,Sweater
Girls,Clothing,Swimwear,Bikini
Girls,Clothing,Shorts,Chino Shorts
Girls,Clothing,"Coats, Jackets & Snowsuits",Corduroy Gilet
Girls,Clothing,Trousers,Cargo Trousers
Girls,Clothing,Dresses,Shift Dress
Girls,Clothing,Jeans,Jegging Jeans
